Country,CountryCode,year,Pop,MalePop,FemalePop,Migrants,MaleMigrants,FemaleMigrants,tot_africa,tot_asia,tot_oceania,tot_developed,tot_latam,Refugees
Belize,84,2000,247000,125000,123000,36488,18631,17857,32,1447,0,2737,31105,9812
Costa Rica,188,2000,3925000,1970000,1955000,310946,156798,154148,121,3520,0,19566,276831,6608
El Salvador,222,2000,5812000,2799000,3013000,31713,14909,16804,0,423,0,6279,24741,42
Guatemala,320,2000,11689000,5714000,5975000,48119,21211,26908,20,1818,0,7851,37997,726
Honduras,340,2000,6243000,3122000,3121000,28461,14581,13880,0,639,0,6584,20866,11
Mexico,484,2000,102809000,51040000,51769000,538051,270896,267155,792,11406,0,425440,96491,18451
Nicaragua,558,2000,5027000,2487000,2540000,30389,15423,14966,297,202,0,5005,23473,332
Panama,591,2000,3029000,1526000,1503000,83410,42437,40973,NA,NA,NA,NA,NA,1313
Argentina,32,2000,37057000,18131000,18926000,1540219,717924,822295,NA,NA,NA,NA,NA,2371
Bolivia (Plurinational State of),68,2000,8340000,4181000,4158000,92658,47665,44993,NA,NA,NA,NA,NA,354
Brazil,76,2000,175786000,86860000,88926000,684596,366156,318440,11092,33158,0,468781,119783,0
Chile,152,2000,15170000,7483000,7687000,177332,84717,92615,918,6108,0,42683,123892,344
Colombia,170,2000,40404000,19981000,20423000,109609,56223,53386,358,4793,0,33812,69133,235
Ecuador,218,2000,12629000,6331000,6297000,151523,77227,74296,214,2652,0,24753,93878,958
Falkland Islands (Malvinas),238,2000,3000,NA,NA,1067,636,431,NA,NA,NA,NA,NA,NA
French Guiana,254,2000,163000,84000,79000,76649,38895,37754,NA,NA,NA,NA,NA,0
Guyana,328,2000,742000,371000,371000,8610,4611,3999,NA,NA,NA,NA,NA,0
Paraguay,600,2000,5303000,2683000,2619000,176608,92052,84556,0,3759,0,12337,152947,23
Peru,604,2000,25915000,12951000,12964000,66293,32955,33338,154,4618,0,25870,34234,687
Suriname,740,2000,481000,243000,238000,27506,14892,12614,NA,NA,NA,NA,NA,1
Uruguay,858,2000,3321000,1607000,1714000,88871,41093,47778,0,0,0,44299,37178,79
Venezuela (Bolivarian Republic of),862,2000,24481000,12291000,12191000,1013663,508639,505024,1888,33861,0,211806,759694,132
Bermuda,60,2000,64000,NA,NA,17668,8531,9137,204,782,0,13959,1872,NA
Canada,124,2000,30702000,15204000,15498000,5511914,2659135,2852779,NA,NA,NA,NA,NA,125154
Greenland,304,2000,56000,NA,NA,6755,4723,2032,0,45,0,6321,0,NA
Saint Pierre and Miquelon,666,2000,6000,NA,NA,1458,756,702,0,0,0,1276,0,NA
United States of America,840,2000,282896000,139559000,143337000,34814053,17310785,17503268,754784,7831763,0,6196126,17453063,508222
Australia,36,2000,19107000,9531000,9576000,4386250,2189900,2196350,187630,1180010,0,2797030,74350,71246
New Zealand,554,2000,3858000,1893000,1965000,678813,329927,348886,33712,145736,0,350963,1955,4923
Fiji,242,2000,811000,412000,399000,12719,6601,6118,0,4868,0,2887,0,0
New Caledonia,540,2000,210000,106000,104000,49651,26932,22719,2027,3152,0,26359,0,NA
Papua New Guinea,598,2000,5374000,2740000,2634000,25101,15624,9477,28,7577,0,15710,0,5863
Solomon Islands,90,2000,412000,212000,201000,3981,2224,1757,0,612,0,779,0,NA
Vanuatu,548,2000,185000,95000,90000,2626,1320,1306,0,0,0,958,0,0
Guam,316,2000,155000,79000,76000,74070,38280,35790,0,38926,0,21541,193,NA
Kiribati,296,2000,84000,42000,43000,2283,1188,1095,0,0,0,172,0,NA
Marshall Islands,584,2000,52000,NA,NA,1891,1164,727,0,464,0,856,0,NA
Micronesia (Federated States of),583,2000,107000,54000,53000,3116,1721,1395,0,205,0,252,0,NA
Nauru,520,2000,10000,NA,NA,2394,1283,1111,NA,NA,NA,NA,NA,0
Northern Mariana Islands,580,2000,68000,NA,NA,40122,17387,22735,NA,NA,NA,NA,NA,NA
Palau,585,2000,19000,NA,NA,6310,3905,2405,0,4112,0,806,0,0
American Samoa,16,2000,58000,NA,NA,24912,12898,12014,0,1345,0,3807,0,NA
Cook Islands,184,2000,18000,NA,NA,2785,1552,1233,0,0,0,2525,0,NA
French Polynesia,258,2000,237000,122000,115000,30329,17604,12725,710,700,0,22575,0,NA
Niue,570,2000,2000,NA,NA,498,268,230,0,0,0,186,0,NA
Samoa,882,2000,175000,91000,84000,5998,3101,2897,0,75,0,2952,0,NA
Tokelau,772,2000,2000,NA,NA,262,144,118,0,0,0,115,0,NA
Tonga,776,2000,98000,50000,48000,3684,1981,1703,0,292,0,66,0,NA
Tuvalu,798,2000,9000,NA,NA,217,121,96,0,0,0,28,0,NA
Wallis and Futuna Islands,876,2000,14000,NA,NA,2015,1018,997,NA,NA,NA,NA,NA,NA
Burundi,108,1995,6239000,3054000,3185000,254853,124165,130688,213186,0,0,931,0,173017
Comoros,174,1995,480000,241000,239000,13939,6614,7325,10949,0,0,538,0,5
Djibouti,262,1995,661000,332000,329000,99774,52476,47298,93568,236,0,0,0,27310
Eritrea,232,1995,3164000,1571000,1593000,12400,6542,5858,9617,107,0,197,0,1083
Ethiopia,231,1995,57237000,28536000,28701000,806904,424117,382787,529789,89,0,0,0,393479
Kenya,404,1995,27373000,13633000,13740000,618745,322189,296556,457766,0,0,0,0,234665
Madagascar,450,1995,13453000,6704000,6748000,21177,11901,9276,7242,2349,0,5908,0,0
Malawi,454,1995,9823000,4860000,4963000,241624,116198,125426,184685,2683,0,1639,0,1018
Mauritius,480,1995,1129000,563000,566000,7493,3228,4265,434,5006,0,1457,0,NA
Mayotte,175,1995,123000,63000,61000,26316,14679,11637,22215,0,0,2791,0,NA
Mozambique,508,1995,15913000,7596000,8317000,168256,91210,77046,76532,2775,0,7215,0,128
Reunion,638,1995,674000,329000,345000,77159,40710,36449,14244,0,0,50738,0,NA
Rwanda,646,1995,5913000,2839000,3074000,233200,117931,115269,210742,0,0,0,0,25257
Seychelles,690,1995,77000,38000,38000,5148,3021,2127,1114,2767,0,607,26,NA
Somalia,706,1995,6346000,3144000,3202000,19527,10282,9245,18044,0,0,0,0,626
South Sudan,728,1995,5453000,2713000,2740000,NA,NA,NA,0,0,0,0,0,NA
Uganda,800,1995,20413000,10133000,10280000,634620,321360,313260,607951,1852,0,3409,0,229350
United Republic of Tanzania,834,1995,29903000,14835000,15068000,1106043,547089,558954,1089827,6825,0,3353,0,829671
Zambia,894,1995,9254000,4589000,4664000,244338,125329,119009,225891,3982,0,2579,0,129965
Zimbabwe,716,1995,11683000,5806000,5878000,431226,246012,185214,375319,0,0,18132,0,514
Angola,24,1995,13043000,6420000,6622000,39813,20755,19058,22817,0,0,6156,0,11404
Cameroon,120,1995,13930000,6928000,7002000,246864,135079,111785,186692,0,0,10986,0,47854
Central African Republic,140,1995,3336000,1638000,1698000,99712,52975,46737,61378,16,0,14516,0,33856
Chad,148,1995,7002000,3482000,3520000,89584,48298,41286,81748,0,0,963,0,100
Congo,178,1995,2721000,1357000,1364000,191635,95822,95813,176921,741,0,7729,190,19404
Democratic Republic of the Congo,180,1995,42184000,20880000,21304000,1816963,901379,915584,1578614,0,0,0,0,1433760
Equatorial Guinea,226,1995,448000,229000,219000,3629,1930,1699,976,0,0,1958,0,NA
Gabon,266,1995,1086000,535000,552000,152972,87305,65667,140037,1200,0,6469,0,791
Sao Tome and Principe,678,1995,126000,62000,63000,4936,2548,2388,1291,0,0,212,0,NA
Algeria,12,1995,28904000,14639000,14265000,262032,143696,118336,178513,21000,0,14701,0,192489
Egypt,818,1995,62435000,31396000,31038000,166955,88545,78410,24806,38103,0,37881,687,5407
Libya,434,1995,4878000,2556000,2322000,508041,300906,207135,95633,139066,0,88944,771,3973
Morocco,504,1995,27162000,13513000,13649000,50360,26264,24096,15142,3206,0,21263,0,55
Sudan,729,1995,24692000,12398000,12294000,1053396,525701,527695,1012989,4015,0,0,0,674071
Tunisia,788,1995,9114000,4590000,4524000,37867,19045,18822,22505,377,0,6581,0,199
Western Sahara,732,1995,253000,132000,122000,2989,1651,1338,2710,0,0,155,0,NA
Botswana,72,1995,1576000,781000,795000,40168,23517,16651,NA,NA,NA,NA,NA,266
Lesotho,426,1995,1754000,859000,894000,7204,3827,3377,3261,672,0,91,0,1116
Namibia,516,1995,1654000,811000,843000,115372,61310,54062,NA,NA,NA,NA,NA,1682
South Africa,710,1995,41427000,20409000,21018000,1003807,611083,392724,696902,34621,65,216667,3533,101408
Swaziland,748,1995,963000,463000,5.00E+05,25031,14457,10574,22891,0,0,124,0,712
Benin,204,1995,5986000,2928000,3058000,104971,55858,49113,80283,0,0,743,0,2317
Burkina Faso,854,1995,10090000,4943000,5147000,434848,209117,225731,NA,NA,NA,NA,NA,521
Cabo Verde,132,1995,389000,187000,202000,9979,5091,4888,6627,55,0,1985,243,NA
Cote d'Ivoire,384,1995,14404000,7468000,6936000,2076394,1150710,925684,2033092,0,0,0,0,297908
Gambia,270,1995,1066000,533000,533000,150890,82048,68842,146646,0,0,0,0,6599
Ghana,288,1995,16761000,8474000,8287000,252879,127423,125456,NA,NA,NA,NA,NA,83200
Guinea,324,1995,7863000,3900000,3963000,774505,386537,387968,762185,2185,0,5223,355,672298
Guinea-Bissau,624,1995,1181000,583000,598000,27961,13833,14128,25343,0,0,1074,0,15350
Liberia,430,1995,2080000,1035000,1045000,208563,111647,96916,175207,4889,0,7500,0,120080
Mali,466,1995,9641000,4791000,4850000,176187,90871,85316,94787,190,0,3161,0,17916
Mauritania,478,1995,2334000,1165000,1169000,89562,47015,42547,86036,933,0,407,216,34394
Niger,562,1995,9362000,4636000,4726000,145999,69751,76248,133138,0,0,0,0,27622
Nigeria,566,1995,108425000,54793000,53632000,462999,258091,204908,361537,0,0,0,0,8118
Saint Helena,654,1995,5000,NA,NA,394,218,176,NA,NA,NA,NA,NA,NA
Senegal,686,1995,8711000,4325000,4386000,287654,147165,140489,231423,2182,0,13423,560,66769
Sierra Leone,694,1995,3838000,1895000,1943000,105374,59683,45691,100114,2824,0,1335,0,11350
Togo,768,1995,4284000,2092000,2192000,101583,50727,50856,86795,278,0,1837,0,10876
Kazakhstan,398,1995,15926000,7693000,8233000,3245250,1494009,1751241,0,303125,0,2942125,0,8843
Kyrgyzstan,417,1995,4592000,2260000,2333000,510296,213277,297019,0,86075,0,412538,0,5365
Tajikistan,762,1995,5784000,2893000,2891000,348347,151957,196390,221,46987,0,300633,30,620
Turkmenistan,795,1995,4188000,2068000,2120000,273565,118851,154714,0,168497,0,101552,0,23323
Uzbekistan,860,1995,22687000,11258000,11430000,1512577,657490,855087,0,70581,0,1363325,0,2627
China,156,1995,1227841000,630561000,597281000,442198,223018,219180,NA,NA,NA,NA,NA,289747
"China, Hong Kong Special Administrative Region",344,1995,6144000,3074000,3070000,2443798,1175087,1268711,NA,NA,NA,NA,NA,5536
"China, Macao Special Administrative Region",446,1995,398000,193000,205000,224929,103660,121269,NA,NA,NA,NA,NA,NA
Democratic People's Republic of Korea,408,1995,21764000,10608000,11156000,35143,17562,17581,0,28878,0,1388,1347,NA
Japan,392,1995,124483000,61010000,63473000,1381097,672482,708615,3101,1044905,0,91121,219838,5322
Mongolia,496,1995,2298000,1138000,1160000,7424,3959,3465,0,2971,0,3676,0,0
Republic of Korea,410,1995,44653000,22361000,22292000,123886,70758,53128,340,86310,0,31657,0,5
Brunei Darussalam,96,1995,295000,155000,140000,84748,47832,36916,0,80846,0,3024,0,NA
Cambodia,116,1995,10694000,5192000,5503000,92230,45361,46869,0,85305,0,1175,0,15
Indonesia,360,1995,196958000,98526000,98432000,378960,191600,187360,0,277156,0,32644,0,202
Lao People's Democratic Republic,418,1995,4858000,2421000,2437000,23526,12199,11327,0,20893,0,18,0,NA
Malaysia,458,1995,20725000,10530000,10195000,937368,534964,402404,121,830784,0,12917,0,23323
Myanmar,104,1995,44711000,21911000,22800000,113663,61489,52174,0,99848,0,0,0,NA
Philippines,608,1995,69836000,35227000,34609000,207345,107524,99821,3283,97547,656,53447,3418,783
Singapore,702,1995,3483000,1753000,1730000,991492,456411,535081,0,784124,0,9731,0,112
Thailand,764,1995,59266000,29476000,29790000,809720,426290,383430,9,787171,0,22501,0,106565
Timor-Leste,626,1995,856000,433000,424000,9743,4763,4980,0,7366,0,947,257,0
Viet Nam,704,1995,75199000,37054000,38145000,51262,28187,23075,NA,NA,NA,NA,NA,34400
Afghanistan,4,1995,16773000,8682000,8090000,71522,39105,32417,0,55794,0,0,0,19605
Bangladesh,50,1995,118428000,60475000,57953000,934735,805196,129539,0,632989,0,62493,5387,10996
Bhutan,64,1995,509000,262000,247000,27972,22804,5168,0,25521,0,307,0,NA
India,356,1995,960875000,497499000,463376000,6952238,3608978,3343260,10419,6785030,1298,27732,0,227480
Iran (Islamic Republic of),364,1995,60319000,30591000,29728000,2937668,1705972,1231696,0,2876948,0,0,0,2071988
Maldives,462,1995,254000,129000,125000,18510,9243,9267,24,16720,0,1082,0,NA
Nepal,524,1995,21391000,10796000,10595000,690225,217088,473137,0,651911,0,0,0,124754
Pakistan,586,1995,122600000,63357000,59243000,3669308,1951223,1718085,0,3665602,0,0,0,1202493
Sri Lanka,144,1995,18248000,9166000,9083000,40841,22689,18152,48,37710,0,1448,3,16
Armenia,51,1995,3223000,1528000,1695000,693999,284995,409004,0,608068,0,46718,0,218950
Azerbaijan,31,1995,7771000,3803000,3967000,344070,149509,194561,0,301347,0,39618,0,233682
Bahrain,48,1995,564000,325000,239000,205979,144227,61752,30523,166334,0,2265,0,891
Cyprus,196,1995,855000,432000,424000,61941,27604,34337,4521,17585,2,38893,234,57
Georgia,268,1995,5067000,2406000,2661000,278450,121152,157298,0,45396,0,226625,0,3200
Iraq,368,1995,20218000,10200000,10018000,199460,114821,84639,18612,82976,0,248,0,116722
Israel,376,1995,5332000,2633000,2698000,1792185,830330,961855,314188,321194,0,850185,44048,1051
Jordan,400,1995,4320000,2270000,2051000,1537097,784725,752372,233307,151454,0,8857,180,1250358
Kuwait,414,1995,1637000,957000,680000,921954,591452,330502,140756,734876,0,10392,0,3306
Lebanon,422,1995,3033000,1504000,1529000,608303,310613,297690,105684,68080,0,2493,0,342697
Oman,512,1995,2192000,1300000,892000,539643,417444,122199,36169,478284,0,6631,0,0
Qatar,634,1995,501000,330000,171000,361673,269972,91701,16809,323768,0,4200,0,0
Saudi Arabia,682,1995,18854000,10504000,8350000,5122702,3416485,1706217,612177,4338596,0,0,0,13169
State of Palestine,275,1995,2618000,1327000,1292000,281767,128328,153439,18345,233144,0,8244,0,1159134
Syrian Arab Republic,760,1995,14332000,7281000,7051000,830610,423115,407495,393,3128,0,0,0,363644
Turkey,792,1995,58522000,28820000,29702000,1216173,593938,622235,3398,94337,0,970955,559,12841
United Arab Emirates,784,1995,2350000,1566000,784000,1824118,1309952,514166,268933,1472751,0,19705,0,407
Yemen,887,1995,15266000,7741000,7525000,136515,77832,58683,93534,7458,0,0,0,53453
Belarus,112,1995,10160000,4765000,5395000,1186282,543307,642975,59,142903,0,1042824,209,180
Bulgaria,100,1995,8358000,4093000,4265000,32435,13642,18793,475,6927,6,22575,241,1320
Czech Republic,203,1995,10336000,5022000,5314000,165592,88316,77276,665,8512,10,155760,535,2655
Hungary,348,1995,10352000,4946000,5406000,322234,147202,175032,2380,17175,1,292280,1467,11934
Poland,616,1995,38592000,18728000,19864000,964725,404049,560676,2334,13765,0,900546,1245,600
Republic of Moldova,498,1995,4339000,2073000,2267000,367231,161706,205525,0,21614,0,334119,0,0
Romania,642,1995,22965000,11284000,11681000,135037,63282,71755,29,10963,0,111792,15,194
Russian Federation,643,1995,148293000,69571000,78723000,11928927,5925452,6003475,13486,6724031,0,5171335,6856,0
Slovakia,703,1995,5363000,2611000,2752000,69323,30531,38792,290,2010,0,66547,186,746
Ukraine,804,1995,50812000,23684000,27128000,6172338,2644845,3527493,2031,831820,0,4938626,0,5193
Channel Islands,830,1995,144000,70000,74000,60519,28468,32051,0,0,0,59282,0,NA
Denmark,208,1995,5233000,2584000,2649000,303108,147194,155914,19618,103139,46,153477,7101,50924
Estonia,233,1995,1433000,663000,770000,315755,136268,179487,0,14228,0,300949,0,1
Faeroe Islands,234,1995,44000,NA,NA,2900,1575,1325,7,103,0,2552,45,NA
Finland,246,1995,5108000,2487000,2621000,99729,49575,50154,4939,11509,10,79911,1322,7624
Iceland,352,1995,267000,134000,133000,12738,5727,7011,325,1513,2,10279,269,146
Ireland,372,1995,3645000,1811000,1834000,226892,108084,118808,11634,15572,30,196909,2273,400
Isle of Man,833,1995,72000,NA,NA,36886,17548,19338,345,0,0,34894,0,NA
Latvia,428,1995,2488000,1147000,1341000,538093,234216,303877,45,13710,0,524219,101,4
Lithuania,440,1995,3628000,1710000,1919000,273587,128641,144946,9,16752,0,242917,177,0
Norway,578,1995,4360000,2155000,2205000,233302,117222,116080,15799,68951,17,126117,11692,47607
Sweden,752,1995,8827000,4361000,4466000,936022,450945,485077,50417,232840,87,514895,52272,199212
United Kingdom of Great Britain and Northern Ireland,826,1995,57904000,28143000,29761000,4155293,1978711,2176582,611045,1425566,3076,1756760,233683,90909
Albania,8,1995,3107000,1529000,1577000,71354,33284,38070,0,2690,0,60762,0,4720
Andorra,20,1995,64000,NA,NA,40525,21451,19074,383,222,0,38824,181,NA
Bosnia and Herzegovina,70,1995,3879000,1933000,1946000,69476,33115,36361,NA,NA,NA,NA,NA,0
Croatia,191,1995,4617000,2233000,2384000,674085,315733,358352,0,0,0,563248,466,198647
Gibraltar,292,1995,27000,NA,NA,8381,4196,4185,1564,0,0,5551,0,NA
Greece,300,1995,10641000,5260000,5381000,857850,445004,412846,38182,244268,50,566732,5979,4428
Holy See,336,1995,1000,NA,NA,779,378,401,0,0,0,0,0,NA
Italy,380,1995,57120000,27733000,29387000,1774954,809553,965401,500775,263815,82,835305,153058,9408
Malta,470,1995,372000,184000,189000,17740,8366,9374,844,1026,0,15138,62,416
Montenegro,499,1995,620000,308000,312000,NA,NA,NA,0,0,0,0,0,NA
Portugal,620,1995,10078000,4856000,5222000,532822,259337,273485,264491,10551,0,159986,55992,248
San Marino,674,1995,26000,NA,NA,3659,1940,1719,0,0,0,3460,94,NA
Serbia,688,1995,9884000,4871000,5014000,630221,289545,340676,281,2979,0,625910,186,409941
Slovenia,705,1995,1991000,965000,1026000,174419,90255,84164,112,274,0,173759,197,22314
Spain,724,1995,39764000,19466000,20298000,1020067,499114,520953,210759,37504,32,493840,252765,5852
The former Yugoslav Republic of Macedonia,807,1995,1954000,979000,975000,109343,45581,63762,1843,13247,0,92827,0,9048
Austria,40,1995,7973000,3848000,4125000,894893,423302,471591,28689,174606,72,677613,12766,42980
Belgium,56,1995,10162000,4971000,5191000,885278,468072,417206,164984,90705,8,604375,8805,31691
France,250,1995,58224000,28533000,29691000,6087993,3046083,3041910,2332522,755670,543,2810743,118386,155245
Germany,276,1995,81613000,39772000,41840000,7464406,3898397,3566009,237931,2508343,0,4313746,65545,1267900
Liechtenstein,438,1995,31000,NA,NA,13311,7068,6243,0,1038,0,12161,51,0
Luxembourg,442,1995,408000,2.00E+05,208000,126106,62292,63814,682,2133,0,121042,578,700
Monaco,492,1995,31000,NA,NA,21060,9955,11105,NA,NA,NA,NA,NA,0
Netherlands,528,1995,15451000,7643000,7808000,1346164,668236,677928,200664,469844,17,399092,199011,79960
Switzerland,756,1995,7017000,3427000,3590000,1478829,769043,709786,69900,159137,258,1012438,63556,82943
Anguilla,660,1995,10000,NA,NA,3317,1584,1733,0,0,0,630,1213,NA
Antigua and Barbuda,28,1995,68000,33000,35000,17550,8046,9504,128,354,0,2931,8714,NA
Aruba,533,1995,80000,40000,41000,22274,9974,12300,0,1082,0,3621,12624,NA
Bahamas,44,1995,280000,138000,142000,31654,16620,15034,172,448,0,8062,20438,50
Barbados,52,1995,265000,127000,137000,26224,11235,14989,0,481,0,5230,13691,NA
"Bonaire, Sint Eustatius and Saba",535,1995,15000,NA,NA,42258,18830,23428,NA,NA,NA,NA,NA,NA
British Virgin Islands,92,1995,18000,NA,NA,10046,5034,5012,0,38,0,1514,4038,0
Cayman Islands,136,1995,32000,NA,NA,14320,7166,7154,106,309,0,4877,8782,0
Cuba,192,1995,10906000,5490000,5416000,26187,12559,13628,243,593,0,15940,5508,2475
Curacao,531,1995,144000,68000,76000,NA,NA,NA,0,0,0,0,0,0
Dominica,212,1995,71000,NA,NA,3121,1623,1498,24,56,0,752,1391,NA
Dominican Republic,214,1995,7892000,3964000,3929000,323381,198842,124539,359,6744,0,47877,264315,985
Grenada,308,1995,1.00E+05,50000,51000,5544,2746,2798,NA,NA,NA,NA,NA,NA
Guadeloupe,312,1995,408000,198000,210000,74566,36248,38318,99,426,0,42577,21073,NA
Haiti,332,1995,7820000,3858000,3962000,22458,12635,9823,0,410,0,8084,12032,0
Jamaica,388,1995,2490000,1231000,1258000,22713,11242,11471,0,962,0,12178,6211,19
Martinique,474,1995,369000,176000,193000,46599,22271,24328,68,205,0,35881,8257,NA
Montserrat,500,1995,10000,NA,NA,1612,825,787,0,0,0,311,404,NA
Puerto Rico,630,1995,3690000,1780000,1909000,338067,160739,177328,72,1816,0,237933,86101,NA
Saint Kitts and Nevis,659,1995,43000,NA,NA,4248,2196,2052,0,0,0,0,1226,NA
Saint Lucia,662,1995,147000,72000,75000,7152,3560,3592,27,123,0,1187,2613,0
Saint Vincent and the Grenadines,670,1995,108000,54000,54000,4135,2011,2124,NA,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,1995,31000,NA,NA,NA,NA,NA,0,0,0,0,0,NA
Trinidad and Tobago,780,1995,1255000,625000,630000,45994,21303,24691,246,1291,0,5161,33458,0
Turks and Caicos Islands,796,1995,15000,NA,NA,7039,3643,3396,0,0,0,1165,4736,NA
United States Virgin Islands,850,1995,107000,51000,56000,54241,25760,28481,0,0,0,14965,13416,NA
Belize,84,1995,207000,104000,103000,33446,17512,15934,31,1165,0,2767,28354,8750
Costa Rica,188,1995,3511000,1766000,1745000,364287,184485,179802,126,2413,5,14986,186086,24226
El Salvador,222,1995,5589000,2713000,2875000,39537,18564,20973,0,582,0,8648,29919,10279
Guatemala,320,1995,10357000,5100000,5258000,156188,66913,89275,21,1336,0,8262,146122,111983
Honduras,340,1995,5591000,2800000,2791000,149442,76077,73365,0,619,0,5404,143042,118578
Mexico,484,1995,94427000,46886000,47541000,458549,229589,228960,744,8604,0,331764,113967,38717
Nicaragua,558,1995,4612000,2285000,2328000,26619,13364,13255,175,114,0,4973,20262,577
Panama,591,1995,2738000,1381000,1357000,70848,36740,34108,NA,NA,NA,NA,NA,867
Argentina,32,1995,34995000,17143000,17852000,1595069,753027,842042,NA,NA,NA,NA,NA,7278
Bolivia (Plurinational State of),68,1995,7567000,3794000,3773000,83598,42806,40792,NA,NA,NA,NA,NA,685
Brazil,76,1995,162755000,80546000,82209000,741557,396152,345405,10570,34054,0,533416,111863,19605
Chile,152,1995,14194000,7.00E+06,7194000,142417,69632,72785,797,5736,168,40448,92536,262
Colombia,170,1995,37442000,18547000,18894000,106943,54666,52277,384,5094,185,33673,66229,408
Ecuador,218,1995,11441000,5743000,5697000,115093,57879,57214,194,2235,0,21855,75513,796
Falkland Islands (Malvinas),238,1995,2000,NA,NA,868,510,358,NA,NA,NA,NA,NA,NA
French Guiana,254,1995,137000,71000,66000,70131,36869,33262,NA,NA,NA,NA,NA,3301
Guyana,328,1995,727000,357000,369000,6352,3405,2947,NA,NA,NA,NA,NA,0
Paraguay,600,1995,4761000,2407000,2354000,186570,97869,88701,0,5445,0,11632,160816,60
Peru,604,1995,24039000,12013000,12026000,56732,28061,28671,128,3943,0,22122,29286,610
Suriname,740,1995,446000,226000,220000,22270,12057,10213,NA,NA,NA,NA,NA,0
Uruguay,858,1995,3225000,1562000,1663000,93428,43427,50001,0,0,0,53473,33162,132
Venezuela (Bolivarian Republic of),862,1995,22189000,11165000,11023000,1019996,513473,506523,2209,32870,0,244769,731842,1613
Bermuda,60,1995,63000,NA,NA,16676,8044,8632,141,593,0,13448,1662,NA
Canada,124,1995,29299000,14503000,14797000,4864778,2356105,2508673,NA,NA,NA,NA,NA,152125
Greenland,304,1995,56000,NA,NA,7320,5011,2309,0,20,0,6929,0,NA
Saint Pierre and Miquelon,666,1995,6000,NA,NA,1320,682,638,0,0,0,1147,0,NA
United States of America,840,1995,266276000,130962000,135313000,28451053,14032159,14418894,527431,6161345,55091,5788470,13182210,623294
Australia,36,1995,18125000,9018000,9107000,4153330,2093280,2060050,161609,1047328,61275,2757076,71957,79081
New Zealand,554,1995,3675000,1811000,1864000,588617,289230,299387,13568,99196,74508,343081,2710,3758
Fiji,242,1995,775000,394000,381000,13001,6726,6275,0,4925,2273,3096,0,0
New Caledonia,540,1995,189000,97000,93000,43662,23908,19754,1782,2771,6813,23178,0,NA
Papua New Guinea,598,1995,4716000,2406000,2310000,33526,19832,13694,38,10127,657,20987,0,9601
Solomon Islands,90,1995,359000,185000,175000,4178,2328,1850,0,640,1453,815,0,NA
Vanuatu,548,1995,168000,86000,82000,2461,1295,1166,0,0,447,1004,0,0
Guam,316,1995,146000,76000,70000,71912,38822,33090,0,34554,4962,25994,194,NA
Kiribati,296,1995,78000,39000,39000,2223,1139,1084,0,0,248,171,0,NA
Marshall Islands,584,1995,51000,NA,NA,1480,916,564,0,298,168,716,0,NA
Micronesia (Federated States of),583,1995,108000,55000,53000,3342,2119,1223,0,219,71,271,0,NA
Nauru,520,1995,10000,NA,NA,2605,1395,1210,NA,NA,NA,NA,NA,0
Northern Mariana Islands,580,1995,58000,NA,NA,32376,15847,16529,NA,NA,NA,NA,NA,NA
Palau,585,1995,17000,NA,NA,4749,2808,1941,0,3216,540,653,0,0
American Samoa,16,1995,53000,NA,NA,23098,12037,11061,0,1014,17481,3777,0,NA
Cook Islands,184,1995,18000,NA,NA,2686,1497,1189,0,0,163,2434,0,NA
French Polynesia,258,1995,215000,112000,103000,28360,16689,11671,664,653,2150,21112,0,NA
Niue,570,1995,2000,NA,NA,480,257,223,0,0,138,219,0,NA
Samoa,882,1995,170000,88000,82000,4694,2451,2243,0,84,258,2319,0,NA
Tokelau,772,1995,2000,NA,NA,266,147,119,0,0,114,109,0,NA
Tonga,776,1995,96000,49000,47000,3274,1718,1556,0,259,606,56,0,NA
Tuvalu,798,1995,9000,NA,NA,263,148,115,0,0,111,34,0,NA
Wallis and Futuna Islands,876,1995,14000,NA,NA,1680,859,821,NA,NA,NA,NA,NA,NA
Burundi,108,1990,5613000,2755000,2858000,333110,163267,169843,272528,0,0,963,0,267929
Comoros,174,1990,415000,208000,207000,14079,6717,7362,11060,0,0,543,0,0
Djibouti,262,1990,588000,296000,292000,122221,64242,57979,114621,289,0,0,0,54508
Eritrea,232,1990,3139000,1558000,1581000,11848,6228,5620,9644,47,0,142,0,0
Ethiopia,231,1990,48057000,23966000,24091000,1155390,607284,548106,741623,68,0,0,0,741965
Kenya,404,1990,23446000,11678000,11768000,297292,160852,136440,190929,0,0,0,0,13452
Madagascar,450,1990,11546000,5765000,5781000,23917,13348,10569,8179,2652,0,6672,0,0
Malawi,454,1990,9409000,4623000,4786000,1127724,546520,581204,1094691,1362,0,769,0,874614
Mauritius,480,1990,1056000,527000,529000,3613,1763,1850,240,1069,0,1894,0,NA
Mayotte,175,1990,95000,48000,46000,15229,8780,6449,11374,0,0,1359,0,NA
Mozambique,508,1990,13372000,6390000,6982000,122332,66060,56272,47311,2009,0,6499,0,420
Reunion,638,1990,611000,299000,312000,57210,30724,26486,6588,0,0,37516,0,NA
Rwanda,646,1990,7260000,3565000,3695000,159869,80690,79179,139650,0,0,0,0,23446
Seychelles,690,1990,71000,35000,35000,3721,2204,1517,441,1781,0,705,20,NA
